,FECHA_DOC,CVE_ART,COSTO_UNITARIO
867,2022-07-29,MA00021,179.31
868,2022-07-29,P114R1AB0600,0.0
869,2022-07-29,CAS00068,0.0
870,2022-07-29,CAS00069,0.0
871,2022-07-29,CAS00070,0.0
872,2022-07-29,CAS00071,0.0
873,2022-07-29,70001690,0.0
874,2022-07-29,70001694,122.67
875,2022-07-29,97020238,0.0
876,2022-07-29,TUA00468,0.0
877,2022-08-01,TP0011,144.4
878,2022-08-01,TP0012,54.8
879,2022-08-02,TUE00368,0.0
880,2022-08-03,RPISTOLA01,82.15
881,2022-08-03,TUA00222,335.77
882,2022-08-04,TP0003,74.45
883,2022-08-08,TP0001,42.79
884,2022-08-08,TP0003,72.37
885,2022-08-08,TP0005,97.49
886,2022-08-08,TP0011,144.2
887,2022-08-08,ECQ-00971,396.78
888,2022-08-08,ECQ-00972,291.48
889,2022-08-08,ECQ-00971,0.0
890,2022-08-08,ECQ-00972,290.21
891,2022-08-08,ECQ-01444,844.23
892,2022-08-08,TP0002,62.82
893,2022-08-09,PJ31L1H1G400,0.0
894,2022-08-09,TUS00125,0.0
895,2022-08-10,TUA00175,338.22
896,2022-08-10,TUA00471,0.0
897,2022-08-10,RPISTOLA01,82.15
898,2022-08-10,54020219,1135.53
899,2022-08-10,93980461,1261.99
900,2022-08-10,70001691,91.5
901,2022-08-10,TJ00093,0.0
902,2022-08-10,TUA00470,0.0
903,2022-08-10,TUA00467,0.0
904,2022-08-10,TUA00453,0.0
905,2022-08-11,BN00264,0.0
906,2022-08-11,TUA00469,0.0
907,2022-08-11,BOBINA001,430.03
908,2022-08-11,RP00209,73.01
909,2022-08-11,TP0018,72.97
910,2022-08-11,TP0003,72.37
911,2022-08-12,65014-40,0.0
912,2022-08-12,67234-15,32.38
913,2022-08-12,PJ06C1CHB000,31.14
914,2022-08-12,TUA00065,572.12
915,2022-08-12,TUA00066,917.05
916,2022-08-15,TUE00081,469.69
917,2022-08-15,TUE00370,86.15
918,2022-08-15,CM65C1020B02,210.34
919,2022-08-15,TEA00044,438.86
920,2022-08-15,TEE00024,0.0
921,2022-08-16,AK00013,0.0
922,2022-08-16,TUA00464,264.47
923,2022-08-16,TP00007,345.81
924,2022-08-16,TUE00372,0.0
925,2022-08-17,TP0002,62.95
926,2022-08-17,TP0001,48.2
927,2022-08-17,BO00047,0.0
928,2022-08-17,BO00066,0.0
929,2022-08-17,47980626,457.78
930,2022-08-17,TUE00371,249.45
931,2022-08-18,TUE00172,2754.67
932,2022-08-18,TP0007,210.24
933,2022-08-18,BN00158,0.0
934,2022-08-19,BO00044,10.82
935,2022-08-19,TUE00075,43.81
936,2022-08-19,TUE00198,48.94
937,2022-08-19,TP0003,78.65
938,2022-08-19,TUE00122,227.62
939,2022-08-19,TJ00081,0.0
940,2022-08-19,TP0001,48.2
941,2022-08-19,TP0002,62.95
942,2022-08-22,TUE00267,6587.67
943,2022-08-22,TUA00472,348.7
944,2022-08-22,TUA00437,242.78
945,2022-08-22,PJ06C1CHB000,0.0
946,2022-08-23,PT00011,185.95
947,2022-08-23,TUA00258,457.71
948,2022-08-23,BN00055,0.0
949,2022-08-23,ABRAZA01,4.8
950,2022-08-23,TUS00001,135.18
951,2022-08-23,TUS00002,136.6
952,2022-08-23,TP0007,210.24
953,2022-08-23,TP0016,260.2
954,2022-08-23,CBS00043,216.17
955,2022-08-23,TP0005,97.49
956,2022-08-24,TP0015,173.0
957,2022-08-24,TUA00134,0.0
958,2022-08-24,BN00265,0.0
959,2022-08-25,RP00212,0.0
960,2022-08-25,BOBINA004,2613.6
961,2022-08-26,RPISTOLA01,0.0
962,2022-08-26,BC00029,0.0
963,2022-08-26,TP00012,223.04
964,2022-08-26,TUE00373,0.0
965,2022-08-29,TUA00009,0.0
966,2022-08-29,MA00001,0.0
967,2022-08-29,EE00067,0.0
968,2022-08-29,EE00068,0.0
969,2022-08-29,CBE00032,0.0
970,2022-08-29,BB1 1/2X1/2-300W,253.0
971,2022-08-30,TEE00017,0.0
972,2022-08-31,TUE00374,0.0
973,2022-08-31,TUE00216,0.0
974,2022-08-31,CBS00075,0.0
975,2022-08-31,CS58K2105AA1,0.0
976,2022-08-31,ECQ-00972,314.44
977,2022-08-31,PT00090,363.31
978,2022-08-31,TP0025,92.32
979,2022-08-31,TUE00034,741.05
980,2022-08-31,TJ00094,0.0
981,2022-08-31,TUA00462,470.05
982,2022-08-31,TUE00365,0.0
983,2022-08-31,TK00066,39.22
984,2022-09-02,TP0004,84.41
985,2022-09-02,TP0016,260.2
986,2022-09-02,TUA00249,1216.54
987,2022-09-02,TP0003,78.65
988,2022-09-02,RC00030,0.0
989,2022-09-05,TP0016,260.2
990,2022-09-05,CS34S2075A00,0.0
991,2022-09-05,CS34S2100A00,0.0
992,2022-09-05,TU5/16X230MM,226.23
993,2022-09-06,47980590,693.77
994,2022-09-06,93980461,1261.99
995,2022-09-06,93980465,0.0
996,2022-09-06,54020219,0.0
997,2022-09-07,PT00047,313.65
998,2022-09-07,P25601AB0600,0.0
999,2022-09-07,CS12N1050A00,0.0
1000,2022-09-07,TUS00126,42.8
1001,2022-09-08,BC00010,0.0
1002,2022-09-08,RB00003,100.13
1003,2022-09-08,RB00010,894.91
1004,2022-09-08,CS12F1040A00,0.0
1005,2022-09-08,TP0016,260.2
1006,2022-09-08,CAS00084,137.83
1007,2022-09-08,CAS00085,203.69
1008,2022-09-08,CAS00086,126.54
1009,2022-09-08,BP00268,68.35
1010,2022-09-08,TUA00098,388.11
1011,2022-09-08,BP00268,68.35
1012,2022-09-08,TUA00468,330.66
1013,2022-09-09,ECQ-00972,331.61
1014,2022-09-09,ECQ-00974,1388.82
1015,2022-09-09,TP0011,144.4
1016,2022-09-09,TUE00081,0.0
1017,2022-09-09,TUA00473,0.0
1018,2022-09-12,BB1 1/2X1/2-300W,253.0
1019,2022-09-12,TP0004,77.13
1020,2022-09-12,TUE00161,0.0
1021,2022-09-12,CS12J1075A00,107.5
1022,2022-09-12,CAE00045,158.36
1023,2022-09-12,TP0008,265.64
1024,2022-09-12,TP0010,125.68
1025,2022-09-13,TP0012,57.6
1026,2022-09-13,CAS00063,0.0
1027,2022-09-13,BB1 1/2X1/2-300W,253.0
1028,2022-09-14,TUE00376,0.0
1029,2022-09-14,PK31A1I1A000,286.59
1030,2022-09-14,TUS00005,168.4
1031,2022-09-14,TP0003,78.65
1032,2022-09-14,TP0008,265.64
1033,2022-09-14,RP00213,91.4
1034,2022-09-14,RP00214,0.0
1035,2022-09-14,TUA00474,0.0
1036,2022-09-14,TUE00094,0.0
1037,2022-09-15,TUA00441,406.12
1038,2022-09-15,TUA00027,0.0
1039,2022-09-19,TP00007,0.0
1040,2022-09-19,CS38H1020A00,0.0
1041,2022-09-19,TU5/16X230MM,226.23
1042,2022-09-19,TU5/16X230MM,226.23
1043,2022-09-19,TUA00009,955.68
1044,2022-09-19,TP0005,97.49
1045,2022-09-19,TUE00375,0.0
1046,2022-09-20,TUE00378,0.0
1047,2022-09-20,TP0003,78.65
1048,2022-09-20,TUA00475,0.0
1049,2022-09-20,TUS00127,0.0
1050,2022-09-20,PJ31G1AB0600,0.0
1051,2022-09-20,TUA00476,0.0
1052,2022-09-21,TEA00105,0.0
1053,2022-09-22,TUA00033,0.0
1054,2022-09-22,TUS00001,130.97
1055,2022-09-22,TUS00002,0.0
1056,2022-09-22,TEA00017,0.0
1057,2022-09-22,TUE00379,0.0
1058,2022-09-22,TUE00377,0.0
1059,2022-09-22,TP00008,0.0
1060,2022-09-22,TUE00063,438.39
1061,2022-09-22,TUE00129,523.53
1062,2022-09-22,TUE00334,164.55
1063,2022-09-22,RP00001,33387.05
1064,2022-09-22,TP0003,78.65
1065,2022-09-22,BB1 1/2X1/2-300W,253.0
1066,2022-09-23,BB2X2ST,220.0
1067,2022-09-23,TUA00459,345.97
1068,2022-09-23,TUA00459,0.0
1069,2022-09-23,CAS00051,0.0
1070,2022-09-23,CBS00007,0.0
1071,2022-09-23,TUE00207,685.68
1072,2022-09-23,TUE00207,685.68
1073,2022-09-23,TUE00207,685.68
1074,2022-09-23,TUE00207,685.68
1075,2022-09-23,TP0011,144.4
1076,2022-09-23,BS00006,816.73
1077,2022-09-23,BS00008,930.34
1078,2022-09-23,TP0001,48.2
1079,2022-09-26,EE00071,0.0
1080,2022-09-26,BC00006,1116.84
1081,2022-09-26,BL00002,0.0
1082,2022-09-26,BN00145,155.35
1083,2022-09-26,BN00146,253.99
1084,2022-09-26,PT00079,0.0
1085,2022-09-26,PT00083,0.0
1086,2022-09-26,TEA00100,0.0
1087,2022-09-26,TUE00380,0.0
1088,2022-09-26,TUA00053,0.0
1089,2022-09-26,CS58L2050A00,0.0
1090,2022-09-26,PRECA003,667.91
1091,2022-09-27,TUA00189,0.0
1092,2022-09-27,TP0012,57.6
1093,2022-09-28,ECQ-00972,288.77
1094,2022-09-29,TP00010,0.0
1095,2022-09-29,BN00266,0.0
1096,2022-09-29,CERAISON-14-28,6.0
1097,2022-09-29,TP0012,50.94
1098,2022-09-29,TUA00247,0.0
1099,2022-09-29,TP0002,62.95
1100,2022-09-30,TUE00184,0.0
1101,2022-09-30,TUE00382,0.0
1102,2022-09-30,TUA00436,332.9
1103,2022-09-30,AK00010,0.0
1104,2022-09-30,EE00063,0.0
1105,2022-09-30,CS58D2030A00,0.0
1106,2022-09-30,CS12D2030A00,0.0
1107,2022-09-30,TUA00200,800.35
1108,2022-09-30,TUE00383,0.0
1109,2022-09-30,TUA00477,0.0
1110,2022-09-30,CS38D1017B00,0.0
1111,2022-09-30,CAS00013,0.0
1112,2022-10-04,TP0016,222.0
1113,2022-10-04,TP0025,90.91
1114,2022-10-04,TP0026,113.59
1115,2022-10-04,TP0011,144.4
1116,2022-10-04,TEA00106,0.0
1117,2022-10-04,TP0007,236.6
1118,2022-10-04,TP0026,0.0
1119,2022-10-04,BL00060,0.0
1120,2022-10-04,TUE00381,0.0
1121,2022-10-04,BP00183,0.0
1122,2022-10-05,BB2X2ST,220.0
1123,2022-10-05,TP0012,0.0
1124,2022-10-06,TP0002,62.95
1125,2022-10-06,RP00216,0.0
1126,2022-10-06,TUA00175,338.22
1127,2022-10-07,BP00269,0.0
1128,2022-10-07,BB2X2ST,220.0
1129,2022-10-07,EE00072,0.0
1130,2022-10-07,BN00267,0.0
1131,2022-10-07,BN00268,0.0
1132,2022-10-07,RP00220,0.0
1133,2022-10-10,TUA00124,600.03
1134,2022-10-10,TP0011,0.0
1135,2022-10-10,TUA00478,0.0
1136,2022-10-11,47980590,2392.5
1137,2022-10-11,47980626,421.11
1138,2022-10-12,BP00259,89.76
1139,2022-10-12,BP00260,72.34
1140,2022-10-12,TUE00112,0.0
1141,2022-10-12,TUE00113,0.0
1142,2022-10-12,CS38H1040A11,0.0
1143,2022-10-12,ECQ-00972,0.0
1144,2022-10-12,ECQ-01444,640.51
1145,2022-10-12,TUA00475,0.0
1146,2022-10-13,TUS00109,0.0
1147,2022-10-13,TUE00385,0.0
1148,2022-10-14,TU5/16X215V240W,316.45
1149,2022-10-14,70001691,0.0
1150,2022-10-14,70001693,0.0
1151,2022-10-14,70001694,124.77
1152,2022-10-14,70001696,0.0
1153,2022-10-14,70001697,0.0
1154,2022-10-14,70001698,0.0
1155,2022-10-14,70007685,0.0
1156,2022-10-17,TUE00207,586.32
1157,2022-10-17,BP00270,0.0
1158,2022-10-17,BP00271,0.0
1159,2022-10-17,BP00272,0.0
1160,2022-10-17,BP00273,0.0
1161,2022-10-18,CAS00083,131.45
1162,2022-10-18,CAS00084,137.63
1163,2022-10-18,CAS00085,203.69
1164,2022-10-18,CAS00086,126.29
1165,2022-10-18,TUS00001,127.62
1166,2022-10-18,TUA00021,1119.39
1167,2022-10-18,TU5/16X203V240W,331.33
1168,2022-10-18,TUE00386,379.55
1169,2022-10-19,CAS00073,82.34
1170,2022-10-19,CAS00074,245.96
1171,2022-10-19,RP00222,67.84
1172,2022-10-19,TUA00057,2496.65
1173,2022-10-19,BS00006,982.4
1174,2022-10-19,RPISTOLA01,130.12
1175,2022-10-19,TP0003,78.68
1176,2022-10-20,TEA00107,414.84
1177,2022-10-20,TEA00107,414.84
1178,2022-10-20,BN00269,117.24
1179,2022-10-20,TP0015,173.0
1180,2022-10-20,TP0016,222.0
1181,2022-10-20,TP0012,57.6
1182,2022-10-20,TUA00063,218.33
1183,2022-10-20,BO00067,57.07
1184,2022-10-21,CS12C1025A00,0.0
1185,2022-10-21,MR8-250-11-13,0.0
1186,2022-10-21,TUA00463,1931.62
1187,2022-10-21,CS12G1040A00,90.42
1188,2022-10-21,CBE00012,251.37
1189,2022-10-21,CBE00040,213.77
1190,2022-10-21,TUA00049,291.33
1191,2022-10-24,BP00259,89.76
1192,2022-10-24,BP00260,72.34
1193,2022-10-24,BP00274,150.44
1194,2022-10-24,BP00275,53.71
1195,2022-10-24,BP00276,108.81
1196,2022-10-24,BC00010,472.22
1197,2022-10-24,TEA00108,170.55
1198,2022-10-24,TUA00480,0.0
1199,2022-10-24,TUA00479,0.0
1200,2022-10-24,TEA00110,166.83
1201,2022-10-25,TUE00258,93.2
1202,2022-10-25,TUE00258,93.2
1203,2022-10-25,BC00030,663.12
1204,2022-10-25,BP00277,0.0
1205,2022-10-25,BP00278,0.0
1206,2022-10-25,BN00270,0.0
1207,2022-10-25,BB2X2ST,300.0
1208,2022-10-26,TP0001,48.2
1209,2022-10-26,CS14K2040A00,0.0
1210,2022-10-26,CS14L2040A00,53.33
1211,2022-10-26,TP0006,126.71
1212,2022-10-26,CAS00087,235.35
1213,2022-10-26,CAS00088,277.2
1214,2022-10-26,TEA00109,145.23
1215,2022-10-26,BL00061,1047.18
1216,2022-10-27,TP0008,265.64
1217,2022-10-27,TP0009,205.2
1218,2022-10-27,TP0010,125.68
1219,2022-10-27,PJ31C1C1B000,99.22
1220,2022-10-27,EE00071,0.0
1221,2022-10-27,TP0003,78.68
1222,2022-10-27,TUA00463,1931.62
1223,2022-10-28,RP00227,78.38
1224,2022-10-28,TUA00481,332.12
1225,2022-10-28,TUA00481,332.12
1226,2022-10-28,EE00063,1721.28
1227,2022-10-28,TUS00048,63.09
1228,2022-10-28,TP0002,62.95
1229,2022-10-31,TUS00113,69.55
1230,2022-10-31,TP0002,62.95
1231,2022-10-31,TP0008,265.64
1232,2022-10-31,PJ18D2E1A410,81.99
1233,2022-10-31,TUA00482,0.0
1234,2022-10-31,CM10I2040A00,63.37
1235,2022-10-31,P25601AB0600,521.55
1236,2022-10-31,TP0003,76.08
1237,2022-10-31,TP0008,211.36
1238,2022-10-31,EE00075,0.0
1239,2022-11-01,TP0002,62.95
1240,2022-11-01,TP0001,48.2
1241,2022-11-01,CS12N1050A00,127.11
1242,2022-11-03,CS58O2050A00,0.0
1243,2022-11-03,RP00225,0.0
1244,2022-11-04,TP0002,62.95
1245,2022-11-04,CAS00083,131.45
1246,2022-11-04,CAS00084,137.63
1247,2022-11-04,CAS00085,0.0
1248,2022-11-04,CAS00086,126.29
1249,2022-11-04,TUS00016,98.82
1250,2022-11-04,TUS00017,112.34
1251,2022-11-04,TUS00018,99.83
1252,2022-11-04,BO00066,0.0
1253,2022-11-04,RP00192,0.2
1254,2022-11-07,TP0002,51.36
1255,2022-11-07,TP0003,68.2
1256,2022-11-07,TEE00017,1164.2
1257,2022-11-07,TUA00484,0.0
1258,2022-11-08,TUE00384,18.45
1259,2022-11-08,TUA00483,339.91
1260,2022-11-08,EE00077,0.0
1261,2022-11-08,CBS00001,676.87
1262,2022-11-08,BB1 1/2X1/2-300W,278.0
1263,2022-11-08,TP0025,96.83
1264,2022-11-09,BP00259,89.76
1265,2022-11-09,BP00260,72.34
1266,2022-11-10,PJ14R1B40A00,420.67
1267,2022-11-10,TUA00175,401.65
1268,2022-11-10,ECQ-00971,385.09
1269,2022-11-10,ECQ-00972,316.19
1270,2022-11-10,P231E1AB0600,0.0
1271,2022-11-10,P231J1AB0600,518.43
1272,2022-11-10,CBS00092,469.53
1273,2022-11-11,BL00062,208.88
1274,2022-11-11,TP0002,0.0
1275,2022-11-11,TUE00387,67.56
1276,2022-11-11,TP0012,57.6
1277,2022-11-11,TUA00325,0.0
1278,2022-11-14,TUA00486,0.0
1279,2022-11-14,RPISTOLA01,129.7
1280,2022-11-15,BP00279,257.11
1281,2022-11-15,TU5/16X203V,325.78
1282,2022-11-15,TUA00436,332.9
1283,2022-11-15,TUS00128,197.83
1284,2022-11-15,TUS00129,178.15
1285,2022-11-15,TUS00130,171.15
1286,2022-11-15,TP0001,48.2
1287,2022-11-15,TP0024,48.1
1288,2022-11-15,EE00022,0.0
1289,2022-11-15,TK00028,78.24
1290,2022-11-16,RP00223,42.65
1291,2022-11-16,TUE00388,394.88
1292,2022-11-16,BO00061,0.0
1293,2022-11-16,TUE00122,129.28
1294,2022-11-16,TP0040,153.85
1295,2022-11-16,CAS00089,0.0
1296,2022-11-16,RP00165,0.0
1297,2022-11-17,TUE00389,1541.46
1298,2022-11-17,TJ00037,519.45
1299,2022-11-17,TP0022,331.49
1300,2022-11-17,TP0040,153.85
1301,2022-11-17,TUA00485,264.62
1302,2022-11-18,TUA00098,199.05
1303,2022-11-18,TUA00468,0.0
1304,2022-11-18,TP0005,97.49
1305,2022-11-18,TP0001,48.2
1306,2022-11-18,TP0002,63.31
1307,2022-11-18,TP0003,65.16
1308,2022-11-18,TJ00095,0.0
1309,2022-11-18,TJ00096,0.0
1310,2022-11-22,TP0011,144.4
1311,2022-11-22,TP0012,57.6
1312,2022-11-22,CBS00019,336.58
1313,2022-11-23,TUA00191,1318.1
1314,2022-11-23,TP0022,331.49
1315,2022-11-23,TP0008,186.16
1316,2022-11-23,TP0009,205.2
1317,2022-11-23,TP0010,125.68
1318,2022-11-23,TUE00391,0.0
1319,2022-11-24,TP0001,48.2
1320,2022-11-24,TEE00012,485.13
1321,2022-11-24,BN00271,157.64
1322,2022-11-24,RP00228,63.9
1323,2022-11-24,TUA00487,1292.27
1324,2022-11-24,TUE00390,30.45
1325,2022-11-24,P114Q1H90412,996.4
1326,2022-11-24,P251L1J1B000,0.0
1327,2022-11-25,CBS00001,0.0
1328,2022-11-25,BS00006,936.33
1329,2022-11-25,BS00008,0.0
1330,2022-11-25,TP0003,0.0
1331,2022-11-25,BB00103,0.0
1332,2022-11-25,ECQ-00972,301.31
1333,2022-11-25,TUE00195,919.68
1334,2022-11-25,CBS00106,286.34
1335,2022-11-28,TU5/16X870J127V,227.18
1336,2022-11-28,CAE00046,137.33
1337,2022-11-28,CM16I2090A00,139.65
1338,2022-11-29,TUA00258,280.14
1339,2022-11-30,BO00061,89.98
1340,2022-11-30,TUE00142,448.24
1341,2022-11-30,TUA00490,0.0
1342,2022-11-30,TUA00491,0.0
1343,2022-11-30,BN00272,328.36
1344,2022-11-30,BB00102,78.25
1345,2022-11-30,CAS00044,0.0
1346,2022-11-30,CAE00045,158.36
1347,2022-11-30,CS12C1025A00,96.96
1348,2022-11-30,TUE00166,140.88
1349,2022-11-30,ABRAZA01,21.39
1350,2022-12-05,47980249,301.12
1351,2022-12-05,47980249,299.53
1352,2022-12-05,47980626,499.2
1353,2022-12-05,TP0003,79.01
1354,2022-12-05,TEA00095,0.0
1355,2022-12-05,RP00229,0.0
1356,2022-12-05,TUE00142,293.13
1357,2022-12-06,CAE00047,0.0
1358,2022-12-06,TUE00392,0.0
1359,2022-12-06,TP0011,144.4
1360,2022-12-07,BO00005,1734.88
1361,2022-12-07,CBS00092,0.0
1362,2022-12-07,ABRAZA01,21.39
1363,2022-12-08,TUE00207,466.2
1364,2022-12-08,TP0012,57.6
1365,2022-12-08,ECQ-00972,315.59
1366,2022-12-08,TEA00006,119.05
1367,2022-12-08,TUS00131,0.0
1368,2022-12-08,TEA00111,668.13
1369,2022-12-09,TUS00052,37.65
1370,2022-12-09,TUA00401,0.0
1371,2022-12-09,TUE00206,0.0
1372,2022-12-09,TP0011,144.4
1373,2022-12-09,TP0012,57.6
1374,2022-12-09,TUA00489,0.0
1375,2022-12-13,TU5/16X870J127V,227.18
1376,2022-12-13,CS14D2017B20,222.14
1377,2022-12-13,TP0016,222.0
1378,2022-12-13,TUA00488,454.72
1379,2022-12-13,TP0005,97.49
1380,2022-12-13,TP0004,97.3
1381,2022-12-13,TP0008,306.53
1382,2022-12-13,CBS00107,0.0
1383,2022-12-14,TUE00081,414.88
1384,2022-12-14,TUE00393,0.0
1385,2022-12-14,TUE00207,0.0
1386,2022-12-15,ECQ-01444,828.0
1387,2022-12-15,EE00077,0.0
1388,2022-12-15,ECQ-00971,360.7
1389,2022-12-15,ECQ-00974,1311.27
1390,2022-12-15,ECQ-01444,773.21
1391,2022-12-16,BO00061,89.98
1392,2022-12-16,TP0012,57.6
1393,2022-12-19,TUA00494,0.0
1394,2022-12-20,TUA00433,0.0
1395,2022-12-20,TU5/16X203V,0.0
1396,2022-12-20,PT00091,0.0
1397,2022-12-20,CAS00083,131.45
1398,2022-12-20,CAS00084,137.63
1399,2022-12-20,PJ31A1I1A000,0.0
1400,2022-12-20,PJ31A1I1A400,236.2
1401,2022-12-21,CS58R2200A01,0.0
1402,2022-12-21,TUA00493,0.0
1403,2022-12-22,CBS00109,0.0
1404,2022-12-22,ECQ-00974,0.0
1405,2022-12-22,70001698,107.33
1406,2022-12-22,CAS00035,0.0
1407,2022-12-22,RP00230,0.0
1408,2022-12-22,RP00231,0.0
1409,2022-12-22,TUA00492,0.0
1410,2022-12-22,TP0016,0.0
1411,2022-12-22,TU5/16X230MM,226.23
1412,2022-12-23,TUA00325,4579.08
1413,2022-12-23,RB00007,78.09
1414,2022-12-23,TP00018,51.16
1415,2022-12-23,BP00006,0.0
1416,2022-12-23,PJ31Q1G1A400,0.0
1417,2022-12-23,BL00002,65.31
1418,2022-12-23,BN00145,286.13
1419,2022-12-23,BN00146,421.91
1420,2022-12-23,PT00079,477.16
1421,2022-12-23,CS12F1040A00,102.31
1422,2022-12-23,CS12H1050A00,104.69
1423,2022-12-23,TUE00394,0.0
1424,2022-12-23,TUA00470,1884.35
1425,2022-12-23,RB00007,0.0
