,fecha,precio,año_hecho,año_renovado,metros_cuadrados,pisos,habitaciones,baños,calle,codigo_zip,estado,ciudad
2211,10/06/2019,499210.0,01/01/2007,0.0,963.0,2.0,4.0,3.0,1512 BECKLEY AVE,75203.0,TX,DALLAS
2212,14/08/2019,490460.0,01/01/2007,0.0,829.0,2.0,4.0,3.0,2600 TARNA DR,75229.0,TX,DALLAS
2213,16/07/2019,489170.0,01/01/2007,0.0,463.0,2.0,2.0,2.0,7000 MOONDALE LN,75217.0,TX,DALLAS
2214,24/06/2019,478200.0,01/01/2007,0.0,439.0,3.0,3.0,3.0,4801 AMHERST AVE,75209.0,TX,DALLAS
2215,11/07/2019,451130.0,01/01/2007,0.0,472.0,2.0,3.0,3.0,2603.5 FOWLER ST,75216.0,TX,DALLAS
2216,29/06/2019,443640.0,01/01/2007,0.0,771.0,2.0,3.0,3.0,1300 GAUCHO ST,75211.0,TX,DALLAS
2217,13/06/2019,442050.0,01/01/2007,0.0,329.0,3.0,2.0,2.0,1900 KEARNEY CT,75204.0,TX,DALLAS
2218,01/08/2019,429580.0,01/01/2007,0.0,792.0,2.0,3.0,3.0,5501 LA BARBA CIR,75227.0,TX,DALLAS
2219,06/08/2019,428210.0,01/01/2007,0.0,628.0,2.0,3.0,3.0,11600 WELCH RD,75229.0,TX,DALLAS
2220,05/08/2019,427740.0,01/01/2007,0.0,354.0,3.0,2.0,2.0,5700 EMROSE TER,75227.0,TX,DALLAS
2221,31/07/2019,421120.0,01/01/2007,0.0,491.0,2.0,3.0,2.0,1 HALLSHIRE CT,75225.0,TX,DALLAS
2222,12/06/2019,420570.0,01/01/2007,0.0,549.0,3.0,3.0,2.0,3300 NOBLE AVE,75204.0,TX,DALLAS
2223,10/06/2019,418220.0,01/01/2007,0.0,485.0,3.0,3.0,3.0,100 OSCAR DR,75203.0,TX,DALLAS
2224,16/07/2019,418190.0,01/01/2007,0.0,805.0,2.0,4.0,3.0,1500 HAWLEY LN,75217.0,TX,DALLAS
2225,14/07/2019,413480.0,01/01/2007,0.0,616.0,2.0,3.0,3.0,4301 FITZSIMMONS ST,75216.0,TX,DALLAS
2226,11/07/2019,406360.0,01/01/2007,0.0,497.0,2.0,2.0,2.0,1501 HARBOR RD,75216.0,TX,DALLAS
2227,02/07/2019,402640.0,01/01/2007,0.0,439.0,3.0,3.0,3.0,2401 VALLERIA DR,75211.0,TX,DALLAS
2228,29/07/2019,397450.0,01/01/2007,0.0,552.0,2.0,3.0,3.0,3701 JUNIPER DR,75220.0,TX,DALLAS
2229,31/07/2019,391810.0,01/01/2007,0.0,472.0,2.0,3.0,3.0,9000 VILLA PARK CIR,75225.0,TX,DALLAS
2230,22/07/2019,388150.0,01/01/2007,0.0,552.0,2.0,2.0,3.0,8100 FIRESIDE DR,75217.0,TX,DALLAS
2231,21/07/2019,388020.0,01/01/2007,0.0,957.0,2.0,4.0,3.0,6800 DART AVE,75217.0,TX,DALLAS
2232,11/06/2019,372620.0,01/01/2007,0.0,405.0,3.0,3.0,2.0,301 AVENUE F,75203.0,TX,DALLAS
2233,30/07/2019,363490.0,01/01/2007,0.0,390.0,3.0,3.0,3.0,6001 LINDEN LN,75230.0,TX,DALLAS
2234,15/08/2019,360660.0,01/01/2007,0.0,759.0,2.0,4.0,3.0,3001 AIRHAVEN ST,75229.0,TX,DALLAS
2235,29/07/2019,355460.0,01/01/2007,0.0,302.0,2.0,2.0,2.0,3946 SHERWOOD FOREST DR,75220.0,TX,DALLAS
2236,28/06/2019,355140.0,01/01/2007,0.0,396.0,3.0,3.0,2.0,3300 GLENHAVEN BLVD,75211.0,TX,DALLAS
2237,16/07/2019,352520.0,01/01/2007,0.0,515.0,2.0,3.0,3.0,7600 MAXWELL AVE,75217.0,TX,DALLAS
2238,14/07/2019,347750.0,01/01/2007,0.0,402.0,3.0,3.0,3.0,3001 UTAH AVE,75216.0,TX,DALLAS
2239,20/06/2019,345610.0,01/01/2007,0.0,433.0,3.0,3.0,3.0,1400 DOMINION ST,75208.0,TX,DALLAS
2240,07/07/2019,344950.0,01/01/2007,0.0,436.0,2.0,2.0,3.0,6200 MALCOLM DR,75214.0,TX,DALLAS
2241,06/08/2019,334910.0,01/01/2007,0.0,341.0,2.0,2.0,3.0,3500 RIDGE CROSSING DR,75227.0,TX,DALLAS
2242,18/06/2019,332490.0,01/01/2007,0.0,475.0,1.0,3.0,3.0,4900 MISSION AVE,75206.0,TX,DALLAS
2243,27/06/2019,331850.0,01/01/2007,0.0,1036.0,2.0,4.0,4.0,4000 TOP FLIGHT DR,75211.0,TX,DALLAS
2244,10/06/2019,311090.0,01/01/2007,0.0,738.0,2.0,4.0,3.0,400 TRINITY RIVER CIR,75203.0,TX,DALLAS
2245,06/08/2019,302430.0,01/01/2007,0.0,759.0,2.0,4.0,3.0,5700 RICH ST,75227.0,TX,DALLAS
2246,10/07/2019,300680.0,01/01/2007,0.0,631.0,2.0,4.0,3.0,2400 HARDING ST,75215.0,TX,DALLAS
2247,28/07/2019,286780.0,01/01/2007,0.0,405.0,2.0,3.0,3.0,3700 COLVIN CT,75219.0,TX,DALLAS
2248,21/07/2019,286190.0,01/01/2007,0.0,643.0,2.0,3.0,3.0,301 GREENHAVEN DR,75217.0,TX,DALLAS
2249,10/07/2019,275640.0,01/01/2007,0.0,448.0,2.0,3.0,3.0,1401 SEEVERS AVE,75216.0,TX,DALLAS
2250,27/06/2019,270920.0,01/01/2007,0.0,290.0,2.0,2.0,2.0,2800 FADEWAY ST,75211.0,TX,DALLAS
2251,10/07/2019,270720.0,01/01/2007,0.0,683.0,2.0,4.0,3.0,6701 BUCKEYE CMNS,75215.0,TX,DALLAS
2252,12/06/2019,248460.0,01/01/2007,0.0,411.0,2.0,3.0,2.0,1527 ANNEX AVE,75204.0,TX,DALLAS
2253,28/06/2019,235950.0,01/01/2007,0.0,387.0,2.0,2.0,1.0,3300 THIBET ST,75211.0,TX,DALLAS
2254,14/06/2019,3100.0,01/01/2007,0.0,692.0,1.0,2.0,3.0,10800 PINOCCHIO DR,75229.0,TX,DALLAS
2255,26/06/2019,1582140.0,01/01/2006,0.0,1173.0,2.0,3.0,3.0,4901 MEADOWVIEW ST,75210.0,TX,DALLAS
2256,30/07/2019,1281710.0,01/01/2006,0.0,1463.0,2.0,4.0,4.0,1400 PRATT ST,75224.0,TX,DALLAS
2257,19/06/2019,1224800.0,01/01/2006,0.0,1539.0,2.0,4.0,4.0,515 CENTRE ST,75208.0,TX,DALLAS
2258,31/07/2019,1081360.0,01/01/2006,0.0,1259.0,2.0,4.0,4.0,1600 HANGING CLIFF CIR,75224.0,TX,DALLAS
2259,12/06/2019,1043330.0,01/01/2006,0.0,1210.0,2.0,4.0,4.0,1 TURTLE CREEK BND,75204.0,TX,DALLAS
2260,08/08/2019,1028310.0,01/01/2006,0.0,1366.0,2.0,4.0,4.0,2101 FAROLA DR,75228.0,TX,DALLAS
2261,21/07/2019,963510.0,01/01/2006,0.0,1039.0,2.0,4.0,4.0,7000 ROSALINDA LN,75217.0,TX,DALLAS
2262,02/07/2019,960450.0,01/01/2006,0.0,1158.0,2.0,5.0,4.0,4537 SILVERSPRINGS CIR,75211.0,TX,DALLAS
2263,30/07/2019,958570.0,01/01/2006,0.0,1012.0,2.0,5.0,3.0,2001 TENNESSEE AVE,75224.0,TX,DALLAS
2264,13/08/2019,814110.0,01/01/2006,0.0,1100.0,2.0,4.0,4.0,8501 BAUMGARTEN DR,75228.0,TX,DALLAS
2265,13/08/2019,810650.0,01/01/2006,0.0,869.0,1.0,2.0,3.0,2700 LINDBERGH DR,75228.0,TX,DALLAS
2266,07/07/2019,802310.0,01/01/2006,0.0,747.0,1.0,2.0,3.0,3501 HILLBROOK ST,75214.0,TX,DALLAS
2267,28/06/2019,791340.0,01/01/2006,0.0,1103.0,2.0,4.0,3.0,701 PIERCE ST,75211.0,TX,DALLAS
2268,18/06/2019,779530.0,01/01/2006,0.0,1137.0,2.0,3.0,3.0,2401 THATCHER DR,75206.0,TX,DALLAS
2269,30/07/2019,764210.0,01/01/2006,0.0,1274.0,2.0,4.0,4.0,6800 SILVER AVE,75223.0,TX,DALLAS
2270,14/08/2019,751050.0,01/01/2006,0.0,930.0,2.0,3.0,3.0,11601 COLUMBIA CENTER DR,75229.0,TX,DALLAS
2271,03/07/2019,741900.0,01/01/2006,0.0,884.0,2.0,3.0,3.0,3300 CHICAGO ST,75212.0,TX,DALLAS
2272,14/08/2019,737300.0,01/01/2006,0.0,750.0,1.0,2.0,2.0,7300 SHEBOYGAN AVE,75228.0,TX,DALLAS
2273,04/07/2019,695620.0,01/01/2006,0.0,783.0,2.0,3.0,3.0,500 PUEBLO ST,75212.0,TX,DALLAS
2274,07/07/2019,655990.0,01/01/2006,0.0,771.0,2.0,3.0,3.0,4301 SPRINGSIDE LN,75214.0,TX,DALLAS
2275,13/08/2019,632250.0,01/01/2006,0.0,744.0,2.0,2.0,3.0,2501 SWEETBRIAR DR,75228.0,TX,DALLAS
2276,07/08/2019,625560.0,01/01/2006,0.0,573.0,3.0,3.0,3.0,2601 SANDSTONE DR,75227.0,TX,DALLAS
2277,21/06/2019,614100.0,01/01/2006,0.0,725.0,3.0,3.0,3.0,219 SUNSET AVE,75208.0,TX,DALLAS
2278,14/07/2019,610160.0,01/01/2006,0.0,1018.0,2.0,4.0,3.0,3700 MARFA AVE,75216.0,TX,DALLAS
2279,24/07/2019,608680.0,01/01/2006,0.0,485.0,3.0,3.0,3.0,11700 YEAGER DR,75218.0,TX,DALLAS
2280,30/07/2019,597250.0,01/01/2006,0.0,872.0,2.0,4.0,3.0,1701 WILBUR ST,75224.0,TX,DALLAS
2281,11/07/2019,595990.0,01/01/2006,0.0,664.0,2.0,4.0,3.0,301 GROVER C WASHINGTON AVE,75216.0,TX,DALLAS
2282,29/07/2019,591940.0,01/01/2006,0.0,1009.0,2.0,4.0,3.0,9100 COCHRAN BLUFF LN,75220.0,TX,DALLAS
2283,09/07/2019,586620.0,01/01/2006,0.0,604.0,3.0,3.0,3.0,2200 POPLAR ST,75215.0,TX,DALLAS
2284,13/07/2019,542450.0,01/01/2006,0.0,933.0,2.0,5.0,3.0,3705 FORDHAM RD,75216.0,TX,DALLAS
2285,23/07/2019,517460.0,01/01/2006,0.0,911.0,2.0,4.0,3.0,1600 BARBADOS CT,75217.0,TX,DALLAS
2286,25/06/2019,516020.0,01/01/2006,0.0,878.0,2.0,4.0,3.0,4200 ROBERT L PARISH SR AVE,75210.0,TX,DALLAS
2287,09/07/2019,502060.0,01/01/2006,0.0,494.0,2.0,3.0,3.0,1200 COLEMAN AVE,75215.0,TX,DALLAS
2288,17/06/2019,501650.0,01/01/2006,0.0,418.0,3.0,2.0,2.0,89 HIGHLAND PARK VLG,75205.0,TX,DALLAS
2289,09/07/2019,501360.0,01/01/2006,0.0,933.0,2.0,5.0,3.0,1100 ALMA ST,75215.0,TX,DALLAS
2290,11/06/2019,501080.0,01/01/2006,0.0,497.0,3.0,3.0,3.0,1700 PARKWAY AVE,75203.0,TX,DALLAS
2291,10/07/2019,498460.0,01/01/2006,0.0,820.0,1.0,5.0,3.0,2400 MACON ST,75215.0,TX,DALLAS
2292,17/07/2019,496480.0,01/01/2006,0.0,680.0,2.0,4.0,3.0,1801 MORROW ST,75217.0,TX,DALLAS
2293,24/06/2019,483030.0,01/01/2006,0.0,469.0,2.0,3.0,2.0,5100 SOUTHBROOK DR,75209.0,TX,DALLAS
2294,22/07/2019,480000.0,01/01/2006,0.0,756.0,2.0,3.0,3.0,9000 KISSELL LN,75217.0,TX,DALLAS
2295,03/07/2019,467210.0,01/01/2006,0.0,579.0,2.0,3.0,2.0,3301 LAKE POINTE DR,75212.0,TX,DALLAS
2296,12/07/2019,464110.0,01/01/2006,0.0,960.0,2.0,4.0,3.0,2201 MILLERMORE ST,75216.0,TX,DALLAS
2297,06/08/2019,463220.0,01/01/2006,0.0,518.0,2.0,3.0,3.0,6800 LACY BLVD,75227.0,TX,DALLAS
2298,29/07/2019,456270.0,01/01/2006,0.0,945.0,2.0,4.0,3.0,1 BLUFF PARK,75220.0,TX,DALLAS
2299,09/07/2019,455380.0,01/01/2006,0.0,503.0,3.0,3.0,2.0,2200 GREER ST,75215.0,TX,DALLAS
2300,22/07/2019,452400.0,01/01/2006,0.0,552.0,2.0,4.0,3.0,500 DELPHINIUM DR,75217.0,TX,DALLAS
2301,17/07/2019,439270.0,01/01/2006,0.0,1177.0,2.0,5.0,4.0,10000 TIM TAM CIR,75229.0,TX,DALLAS
2302,07/06/2019,437410.0,01/01/2006,0.0,579.0,3.0,3.0,3.0,3900 HOCKADAY DR,75229.0,TX,DALLAS
2303,24/07/2019,437260.0,01/01/2006,0.0,485.0,1.0,2.0,2.0,12000 VALLEY SPRING DR,75218.0,TX,DALLAS
2304,21/07/2019,436870.0,01/01/2006,0.0,631.0,3.0,3.0,2.0,300 KONAWA DR,75217.0,TX,DALLAS
2305,17/07/2019,436400.0,01/01/2006,0.0,415.0,2.0,3.0,4.0,3535 WARICK DR,75229.0,TX,DALLAS
2306,15/07/2019,430080.0,01/01/2006,0.0,460.0,3.0,3.0,3.0,4700 HORIZON DR,75216.0,TX,DALLAS
2307,08/07/2019,426560.0,01/01/2006,0.0,387.0,3.0,2.0,3.0,700 DUMAS ST,75214.0,TX,DALLAS
2308,29/07/2019,423040.0,01/01/2006,0.0,701.0,2.0,3.0,3.0,4105 TOMBERRA WAY,75220.0,TX,DALLAS
2309,13/08/2019,411220.0,01/01/2006,0.0,835.0,2.0,4.0,3.0,1400 FOXGROVE CIR,75228.0,TX,DALLAS
2310,07/07/2019,402890.0,01/01/2006,0.0,527.0,3.0,3.0,3.0,6800 CORNELIA LN,75214.0,TX,DALLAS
2311,14/06/2019,389020.0,01/01/2006,0.0,460.0,2.0,3.0,2.0,1300 RANCHO MIRAGE DR,75204.0,TX,DALLAS
2312,07/06/2019,385960.0,01/01/2006,0.0,439.0,2.0,3.0,3.0,2020 LIVE OAK ST,75201.0,TX,DALLAS
2313,12/08/2019,379740.0,01/01/2006,0.0,518.0,3.0,3.0,3.0,2501 ANDREA LN,75228.0,TX,DALLAS
2314,14/06/2019,376140.0,01/01/2006,0.0,436.0,3.0,3.0,2.0,6601 GOLF DR,75205.0,TX,DALLAS
2315,10/06/2019,370090.0,01/01/2006,0.0,530.0,3.0,3.0,3.0,301 PATTON AVE,75203.0,TX,DALLAS
2316,03/07/2019,366310.0,01/01/2006,0.0,1167.0,2.0,4.0,3.0,3300 CONROE ST,75212.0,TX,DALLAS
2317,31/07/2019,354480.0,01/01/2006,0.0,829.0,2.0,4.0,3.0,1801 EBBTIDE LN,75224.0,TX,DALLAS
2318,07/08/2019,335400.0,01/01/2006,0.0,283.0,2.0,2.0,2.0,8700 LAPANTO LN,75227.0,TX,DALLAS
2319,14/06/2019,326190.0,01/01/2006,0.0,381.0,2.0,3.0,2.0,6801 BALTIMORE DR,75205.0,TX,DALLAS
2320,14/08/2019,324960.0,01/01/2006,0.0,287.0,1.0,1.0,1.0,7301 CHURCHILL GREEN DR,75228.0,TX,DALLAS
2321,27/06/2019,320420.0,01/01/2006,0.0,375.0,2.0,3.0,2.0,200 MOUNT LOOKOUT ST,75211.0,TX,DALLAS
2322,28/07/2019,310280.0,01/01/2006,0.0,841.0,2.0,3.0,3.0,5101 BROOKVIEW DR,75220.0,TX,DALLAS
2323,14/07/2019,310150.0,01/01/2006,0.0,677.0,2.0,4.0,3.0,4601 STOKES ST,75216.0,TX,DALLAS
2324,07/07/2019,301430.0,01/01/2006,0.0,655.0,2.0,4.0,3.0,6800 HUFF TRL,75214.0,TX,DALLAS
2325,11/06/2019,287200.0,01/01/2006,0.0,646.0,2.0,4.0,3.0,101 MONAGHAN CT,75203.0,TX,DALLAS
2326,16/07/2019,286160.0,01/01/2006,0.0,631.0,2.0,3.0,3.0,7800 HUTTIG AVE,75217.0,TX,DALLAS
2327,07/07/2019,275910.0,01/01/2006,0.0,494.0,1.0,3.0,2.0,6400 DUNSTAN LN,75214.0,TX,DALLAS
2328,30/07/2019,262330.0,01/01/2006,0.0,689.0,2.0,5.0,3.0,503 WYNNEWOOD DR,75224.0,TX,DALLAS
2329,14/06/2019,254190.0,01/01/2006,0.0,622.0,2.0,3.0,3.0,1401 APPLE ST,75204.0,TX,DALLAS
2330,30/07/2019,218140.0,01/01/2006,0.0,750.0,2.0,3.0,3.0,12888 MONTFORT DR,75230.0,TX,DALLAS
2331,20/06/2019,1600.0,01/01/2006,0.0,1359.0,2.0,4.0,4.0,5000 TANBARK RD,75229.0,TX,DALLAS
2332,12/06/2019,1534210.0,01/01/2005,0.0,1356.0,2.0,5.0,5.0,3901 STONEBRIDGE DR,75204.0,TX,DALLAS
2333,17/07/2019,1487310.0,01/01/2005,0.0,1271.0,2.0,4.0,4.0,1200 MCGREGOR ST,75217.0,TX,DALLAS
2334,24/07/2019,1440370.0,01/01/2005,0.0,1234.0,2.0,3.0,4.0,11000 SHORTMEADOW DR,75218.0,TX,DALLAS
2335,03/07/2019,1400330.0,01/01/2005,0.0,1451.0,1.0,4.0,3.0,3301 RUTZ ST,75212.0,TX,DALLAS
2336,20/06/2019,1255320.0,01/01/2005,0.0,1042.0,2.0,4.0,3.0,1301 CASTLE ST,75208.0,TX,DALLAS
2337,07/07/2019,1036890.0,01/01/2005,0.0,725.0,2.0,3.0,3.0,6900 ABBEY CT,75214.0,TX,DALLAS
2338,08/08/2019,1016490.0,01/01/2005,0.0,1173.0,2.0,3.0,3.0,7600 PLEASANT MOUND,75227.0,TX,DALLAS
2339,05/08/2019,950860.0,01/01/2005,0.0,1161.0,3.0,4.0,3.0,4700 MENDOSA LN,75227.0,TX,DALLAS
2340,28/07/2019,906840.0,01/01/2005,0.0,1073.0,2.0,4.0,3.0,9901 HARWELL DR,75220.0,TX,DALLAS
2341,10/06/2019,892120.0,01/01/2005,0.0,1430.0,2.0,5.0,4.0,301 STARR ST,75203.0,TX,DALLAS
2342,18/06/2019,872990.0,01/01/2005,0.0,1113.0,3.0,4.0,3.0,2901 NORMAH ST,75206.0,TX,DALLAS
2343,08/08/2019,835290.0,01/01/2005,0.0,1567.0,2.0,4.0,4.0,8201 RICARDO DR,75227.0,TX,DALLAS
2344,10/06/2019,833430.0,01/01/2005,0.0,1088.0,2.0,4.0,3.0,301 LAKE CLIFF DR,75203.0,TX,DALLAS
2345,06/08/2019,827210.0,01/01/2005,0.0,1271.0,2.0,4.0,3.0,3300 GILL ST,75227.0,TX,DALLAS
2346,30/07/2019,804720.0,01/01/2005,0.0,981.0,2.0,4.0,3.0,2001 REDMAN CIR,75223.0,TX,DALLAS
2347,17/06/2019,788530.0,01/01/2005,0.0,1149.0,2.0,4.0,3.0,3601 MAPLEWOOD AVE,75205.0,TX,DALLAS
2348,14/06/2019,770300.0,01/01/2005,0.0,869.0,2.0,4.0,4.0,3601 HAYNIE AVE,75205.0,TX,DALLAS
2349,09/07/2019,765960.0,01/01/2005,0.0,1378.0,2.0,4.0,3.0,3900 AVANT ST,75215.0,TX,DALLAS
2350,21/07/2019,761080.0,01/01/2005,0.0,978.0,2.0,3.0,3.0,1400 MISSION HILLS LN,75217.0,TX,DALLAS
2351,13/06/2019,754970.0,01/01/2005,0.0,869.0,2.0,4.0,3.0,4000 BROWNSTONE CT,75204.0,TX,DALLAS
2352,15/07/2019,745130.0,01/01/2005,0.0,1106.0,2.0,4.0,3.0,4801 ELENA ST,75216.0,TX,DALLAS
2353,01/08/2019,740670.0,01/01/2005,0.0,835.0,2.0,3.0,3.0,7400 WENTWOOD DR,75225.0,TX,DALLAS
2354,22/07/2019,740520.0,01/01/2005,0.0,732.0,1.0,3.0,3.0,401 BIG OAKS ST,75217.0,TX,DALLAS
2355,25/07/2019,718190.0,01/01/2005,0.0,1049.0,2.0,4.0,3.0,9800 LIMERICK DR,75218.0,TX,DALLAS
2356,02/07/2019,716740.0,01/01/2005,0.0,695.0,1.0,2.0,3.0,800 ISLA VERDE PLZ,75211.0,TX,DALLAS
2357,06/08/2019,712770.0,01/01/2005,0.0,796.0,2.0,3.0,3.0,6633 HOLLIS AVE,75227.0,TX,DALLAS
2358,17/07/2019,682010.0,01/01/2005,0.0,817.0,3.0,3.0,3.0,8600 OLD HOMESTEAD DR,75217.0,TX,DALLAS
2359,25/07/2019,653160.0,01/01/2005,0.0,966.0,2.0,4.0,3.0,500 COOLAIR DR,75218.0,TX,DALLAS
2360,05/08/2019,638090.0,01/01/2005,0.0,1088.0,2.0,3.0,3.0,7100 TWEED DR,75227.0,TX,DALLAS
2361,21/07/2019,633870.0,01/01/2005,0.0,869.0,2.0,5.0,3.0,1500 WOODVISTA CT,75217.0,TX,DALLAS
2362,02/07/2019,627670.0,01/01/2005,0.0,890.0,2.0,3.0,4.0,3900 ROCKFORD DR,75211.0,TX,DALLAS
2363,09/08/2019,600980.0,01/01/2005,0.0,738.0,2.0,3.0,3.0,11001 TASCOSA ST,75228.0,TX,DALLAS
2364,07/08/2019,570810.0,01/01/2005,0.0,747.0,2.0,3.0,3.0,8600 GREENMOUND AVE,75227.0,TX,DALLAS
2365,28/07/2019,564060.0,01/01/2005,0.0,427.0,2.0,3.0,2.0,5400 NORTHBROOK DR,75220.0,TX,DALLAS
2366,10/07/2019,562430.0,01/01/2005,0.0,747.0,2.0,4.0,3.0,2600 ROGERS ST,75215.0,TX,DALLAS
2367,01/08/2019,561700.0,01/01/2005,0.0,902.0,2.0,4.0,3.0,3000 INDIANA BLVD,75226.0,TX,DALLAS
2368,08/08/2019,555850.0,01/01/2005,0.0,930.0,2.0,3.0,3.0,11101 BARBAROSA DR,75228.0,TX,DALLAS
2369,01/08/2019,552070.0,01/01/2005,0.0,1323.0,2.0,4.0,4.0,101 PRYOR ST,75226.0,TX,DALLAS
2370,09/07/2019,540220.0,01/01/2005,0.0,539.0,2.0,3.0,3.0,3700 DILDOCK ST,75215.0,TX,DALLAS
2371,14/08/2019,527830.0,01/01/2005,0.0,1140.0,2.0,4.0,3.0,4800 PENDRELL AVE,75228.0,TX,DALLAS
2372,15/07/2019,527670.0,01/01/2005,0.0,933.0,2.0,5.0,3.0,1901 PASSION DR,75217.0,TX,DALLAS
2373,04/07/2019,525440.0,01/01/2005,0.0,863.0,2.0,5.0,3.0,2601 WEIR ST,75212.0,TX,DALLAS
2374,19/06/2019,511150.0,01/01/2005,0.0,604.0,2.0,3.0,3.0,1020 LEVEE ST,75207.0,TX,DALLAS
2375,16/07/2019,498330.0,01/01/2005,0.0,1113.0,2.0,6.0,5.0,1300 DELL OAK DR,75217.0,TX,DALLAS
2376,24/06/2019,482050.0,01/01/2005,0.0,1082.0,2.0,4.0,4.0,3801 CAPPS DR,75209.0,TX,DALLAS
2377,12/08/2019,481940.0,01/01/2005,0.0,741.0,2.0,4.0,3.0,2301 FENWICK DR,75228.0,TX,DALLAS
2378,10/06/2019,478250.0,01/01/2005,0.0,951.0,2.0,3.0,3.0,301 LANSING ST,75203.0,TX,DALLAS
2379,24/07/2019,477320.0,01/01/2005,0.0,344.0,2.0,3.0,3.0,11301 GATEWOOD PL,75218.0,TX,DALLAS
2380,21/07/2019,470190.0,01/01/2005,0.0,472.0,2.0,3.0,3.0,300 COAHUILA DR,75217.0,TX,DALLAS
2381,25/06/2019,469030.0,01/01/2005,0.0,454.0,2.0,3.0,2.0,7800 CARLIN DR,75209.0,TX,DALLAS
2382,24/07/2019,451130.0,01/01/2005,0.0,799.0,2.0,4.0,3.0,12100 GARDENIA DR,75218.0,TX,DALLAS
2383,05/08/2019,442120.0,01/01/2005,0.0,1045.0,1.0,3.0,3.0,4900 HOVENKAMP DR,75227.0,TX,DALLAS
2384,25/06/2019,441800.0,01/01/2005,0.0,451.0,3.0,3.0,2.0,2601 SWANSON CT,75210.0,TX,DALLAS
2385,08/08/2019,441700.0,01/01/2005,0.0,628.0,2.0,3.0,3.0,11201 ALEDO DR,75228.0,TX,DALLAS
2386,03/07/2019,431260.0,01/01/2005,0.0,463.0,1.0,2.0,2.0,3900 WEISENBERGER DR,75212.0,TX,DALLAS
2387,05/08/2019,421790.0,01/01/2005,0.0,533.0,1.0,2.0,2.0,6900 KIVA LN,75227.0,TX,DALLAS
2388,10/06/2019,407750.0,01/01/2005,0.0,457.0,3.0,3.0,2.0,300 HOUSTON ST,75202.0,TX,DALLAS
2389,10/06/2019,405830.0,01/01/2005,0.0,485.0,2.0,2.0,3.0,902 CITY SIDE LN,75201.0,TX,DALLAS
2390,03/07/2019,398300.0,01/01/2005,0.0,713.0,2.0,3.0,3.0,4400 OTTAWA RD,75212.0,TX,DALLAS
2391,26/06/2019,392620.0,01/01/2005,0.0,500.0,2.0,3.0,2.0,200 MERRIFIELD RD,75211.0,TX,DALLAS
2392,18/07/2019,381560.0,01/01/2005,0.0,460.0,2.0,3.0,2.0,1100 COSTON DR,75217.0,TX,DALLAS
2393,02/07/2019,357610.0,01/01/2005,0.0,600.0,2.0,4.0,2.0,4600 BAYVIEW DR,75211.0,TX,DALLAS
2394,13/08/2019,356300.0,01/01/2005,0.0,988.0,2.0,4.0,3.0,2301 FENESTRA DR,75228.0,TX,DALLAS
2395,22/07/2019,350120.0,01/01/2005,0.0,408.0,3.0,2.0,3.0,10600 WESSEX DR,75217.0,TX,DALLAS
2396,07/08/2019,345260.0,01/01/2005,0.0,768.0,2.0,5.0,3.0,9801 JENNY LN,75227.0,TX,DALLAS
2397,12/06/2019,342980.0,01/01/2005,0.0,305.0,3.0,2.0,1.0,2401 CLARK ST,75204.0,TX,DALLAS
2398,06/08/2019,337260.0,01/01/2005,0.0,503.0,3.0,3.0,2.0,9400 JILL LN,75227.0,TX,DALLAS
2399,07/08/2019,333410.0,01/01/2005,0.0,674.0,2.0,4.0,3.0,2500 EARLCOVE DR,75227.0,TX,DALLAS
2400,06/08/2019,323460.0,01/01/2005,0.0,604.0,2.0,4.0,3.0,7000 WOODARD AVE,75227.0,TX,DALLAS
2401,21/06/2019,316300.0,01/01/2005,0.0,732.0,2.0,4.0,3.0,600 KESSLER LAKE DR,75208.0,TX,DALLAS
2402,04/07/2019,307630.0,01/01/2005,0.0,354.0,3.0,2.0,2.0,801 BAYONNE ST,75212.0,TX,DALLAS
2403,21/07/2019,303370.0,01/01/2005,0.0,655.0,1.0,5.0,3.0,600 SOUTHEAST DR,75217.0,TX,DALLAS
2404,27/06/2019,303070.0,01/01/2005,0.0,866.0,2.0,5.0,3.0,4400 GARFIELD AVE,75211.0,TX,DALLAS
2405,07/06/2019,301360.0,01/01/2005,0.0,841.0,2.0,3.0,3.0,1800 COMERICA CTR,75201.0,TX,DALLAS
2406,30/06/2019,297210.0,01/01/2005,0.0,536.0,2.0,3.0,3.0,4400 LIZZY DR,75211.0,TX,DALLAS
2407,16/07/2019,292230.0,01/01/2005,0.0,783.0,2.0,4.0,3.0,1700 PLEASANT DR,75217.0,TX,DALLAS
2408,24/06/2019,281390.0,01/01/2005,0.0,561.0,2.0,3.0,3.0,9000 MCCRAW DR,75209.0,TX,DALLAS
2409,20/07/2019,270270.0,01/01/2005,0.0,622.0,2.0,3.0,3.0,8200 JACOBIE BLVD,75217.0,TX,DALLAS
2410,20/06/2019,257850.0,01/01/2005,0.0,561.0,2.0,3.0,3.0,601 KESSLER RESERVE CT,75208.0,TX,DALLAS
2411,16/07/2019,251080.0,01/01/2005,0.0,354.0,2.0,2.0,2.0,8900 ROSECLIFF DR,75217.0,TX,DALLAS
2412,17/07/2019,250740.0,01/01/2005,0.0,576.0,2.0,4.0,3.0,10300 CASTLEROCK DR,75217.0,TX,DALLAS
2413,25/06/2019,195710.0,01/01/2005,0.0,287.0,1.0,1.0,1.0,2700 CHARBA ST,75210.0,TX,DALLAS
