,fecha,precio,año_hecho,año_renovado,metros_cuadrados,pisos,habitaciones,baños,calle,codigo_zip,estado,ciudad
881,12/06/2019,497370.0,01/01/1945,2003.0,332.0,1.0,3.0,1.0,301 AVENUE J,75203.0,TX,DALLAS
882,28/07/2019,687490.0,01/01/1944,2003.0,457.0,1.0,2.0,2.0,9301 SUNNYBROOK LN,75220.0,TX,DALLAS
883,17/07/2019,448440.0,01/01/1943,2003.0,549.0,1.0,2.0,2.0,9600 ELKWOOD DR,75217.0,TX,DALLAS
884,15/07/2019,268430.0,01/01/1943,2003.0,442.0,1.0,2.0,1.0,2101 52ND ST,75216.0,TX,DALLAS
885,25/07/2019,492050.0,01/01/1942,2003.0,701.0,1.0,4.0,2.0,9000 HAWSER DR,75218.0,TX,DALLAS
886,13/06/2019,351430.0,01/01/1942,2003.0,747.0,1.0,4.0,2.0,2403 WASHINGTON AVE,75204.0,TX,DALLAS
887,30/07/2019,652870.0,01/01/1942,2003.0,613.0,1.0,4.0,3.0,1301 FOLEY ST,75223.0,TX,DALLAS
888,20/07/2019,523520.0,01/01/1941,2003.0,610.0,1.0,3.0,2.0,800 WIDEMAN DR,75217.0,TX,DALLAS
889,16/07/2019,7063800.0,01/01/1941,2003.0,3133.0,2.0,5.0,5.0,7000 VILLAGE STAR LN,75217.0,TX,DALLAS
890,05/08/2019,670160.0,01/01/1941,2003.0,832.0,2.0,4.0,2.0,6301 EVERGLADE CIR,75227.0,TX,DALLAS
891,19/06/2019,461450.0,01/01/1940,2003.0,561.0,1.0,3.0,1.0,1100 ROCK ISLAND ST,75207.0,TX,DALLAS
892,20/06/2019,351120.0,01/01/1938,2003.0,570.0,1.0,3.0,2.0,2100 SYLVAN AVE,75208.0,TX,DALLAS
893,04/07/2019,541510.0,01/01/1938,2003.0,826.0,1.0,3.0,2.0,2500 MIKE ST,75212.0,TX,DALLAS
894,03/07/2019,591300.0,01/01/1935,2003.0,399.0,2.0,3.0,1.0,2400 POINCIANA PL,75212.0,TX,DALLAS
895,18/07/2019,740510.0,01/01/1929,2003.0,741.0,2.0,3.0,3.0,10130 ROCKMOOR CT,75229.0,TX,DALLAS
896,21/06/2019,725800.0,01/01/1928,2003.0,683.0,1.0,3.0,2.0,2001 LAURAETTE DR,75208.0,TX,DALLAS
897,05/08/2019,536310.0,01/01/1928,2003.0,524.0,1.0,3.0,1.0,5100 LAUREN LN,75227.0,TX,DALLAS
898,25/07/2019,397040.0,01/01/1928,2003.0,515.0,1.0,3.0,1.0,800 BERKINSHIRE DR,75218.0,TX,DALLAS
899,30/07/2019,353930.0,01/01/1927,2003.0,521.0,1.0,4.0,1.0,6801 HAMMOND AVE,75223.0,TX,DALLAS
900,04/07/2019,282360.0,01/01/1919,2003.0,631.0,1.0,2.0,1.0,6400 LONTOS DR,75214.0,TX,DALLAS
901,10/07/2019,337900.0,01/01/1919,2003.0,405.0,1.0,3.0,2.0,2500 VESPER ST,75215.0,TX,DALLAS
902,20/06/2019,315800.0,01/01/1917,2003.0,332.0,1.0,2.0,1.0,300 HARBIN ST,75208.0,TX,DALLAS
903,22/07/2019,721940.0,01/01/1991,2002.0,844.0,2.0,4.0,3.0,10300 TRAIL AVE,75217.0,TX,DALLAS
904,31/07/2019,281850.0,01/01/1991,2002.0,530.0,1.0,3.0,2.0,2300 GIBBS WILLIAMS CIR,75224.0,TX,DALLAS
905,01/08/2019,665590.0,01/01/1991,2002.0,850.0,2.0,3.0,3.0,8383 PRESTON CENTER PLZ,75225.0,TX,DALLAS
906,28/06/2019,1327040.0,01/01/1990,2002.0,1100.0,1.0,4.0,3.0,400 PALMER DR,75211.0,TX,DALLAS
907,22/07/2019,328330.0,01/01/1990,2002.0,817.0,2.0,4.0,3.0,100 MURDOCK RD,75217.0,TX,DALLAS
908,14/07/2019,745820.0,01/01/1990,2002.0,872.0,2.0,4.0,3.0,3101 NEBRASKA AVE,75216.0,TX,DALLAS
909,07/07/2019,582250.0,01/01/1990,2002.0,741.0,2.0,4.0,3.0,6100 GLENNOX LN,75214.0,TX,DALLAS
910,25/07/2019,871460.0,01/01/1990,2002.0,1186.0,2.0,4.0,3.0,10400 ESTA BUENA DR,75218.0,TX,DALLAS
911,28/07/2019,602740.0,01/01/1990,2002.0,759.0,2.0,3.0,3.0,9900 HARWICH DR,75220.0,TX,DALLAS
912,24/07/2019,430480.0,01/01/1990,2002.0,881.0,2.0,4.0,3.0,100 BON AIRE DR,75218.0,TX,DALLAS
913,24/07/2019,720620.0,01/01/1990,2002.0,774.0,2.0,4.0,3.0,10800 CARISSA DR,75218.0,TX,DALLAS
914,24/06/2019,693070.0,01/01/1990,2002.0,1582.0,2.0,4.0,3.0,2801 DAIRY MILK LN,75229.0,TX,DALLAS
915,04/07/2019,505310.0,01/01/1990,2002.0,823.0,2.0,3.0,2.0,2900 AUDLES LN,75212.0,TX,DALLAS
916,04/07/2019,642440.0,01/01/1990,2002.0,853.0,1.0,3.0,3.0,3801 PIPESTONE RD,75212.0,TX,DALLAS
917,07/07/2019,665380.0,01/01/1990,2002.0,853.0,2.0,4.0,3.0,4200 BRIAR CREEK LN,75214.0,TX,DALLAS
918,03/07/2019,666810.0,01/01/1989,2002.0,716.0,2.0,3.0,3.0,4100 MART ST,75212.0,TX,DALLAS
919,07/08/2019,553120.0,01/01/1989,2002.0,722.0,1.0,4.0,3.0,10300 WHITINGHAM DR,75227.0,TX,DALLAS
920,07/08/2019,484490.0,01/01/1989,2002.0,497.0,2.0,3.0,2.0,2700 SUMMIT OAK CIR,75227.0,TX,DALLAS
921,10/07/2019,500140.0,01/01/1989,2002.0,838.0,2.0,3.0,3.0,5000 MARNE ST,75215.0,TX,DALLAS
922,13/08/2019,600760.0,01/01/1989,2002.0,802.0,1.0,3.0,2.0,9001 FRINGEWOOD DR,75228.0,TX,DALLAS
923,06/08/2019,277040.0,01/01/1989,2002.0,640.0,2.0,4.0,3.0,7200 PLATAS ST,75227.0,TX,DALLAS
924,21/06/2019,276030.0,01/01/1989,2002.0,497.0,2.0,3.0,3.0,1200 WINDOMERE AVE,75208.0,TX,DALLAS
925,14/08/2019,488660.0,01/01/1988,2002.0,1146.0,2.0,4.0,3.0,4100 DALLAS ATHLETIC CLUB DR,75228.0,TX,DALLAS
926,12/06/2019,620390.0,01/01/1988,2002.0,652.0,2.0,3.0,3.0,5801 LARAILLA ST,75203.0,TX,DALLAS
927,25/07/2019,951350.0,01/01/1988,2002.0,1085.0,2.0,4.0,3.0,9600 ATHLONE DR,75218.0,TX,DALLAS
928,23/07/2019,623190.0,01/01/1988,2002.0,634.0,2.0,4.0,3.0,1601 PALM BEACH AVE,75217.0,TX,DALLAS
929,20/06/2019,1085550.0,01/01/1988,2002.0,1170.0,1.0,4.0,3.0,2500 REPUBLIC ST,75208.0,TX,DALLAS
930,16/07/2019,1011900.0,01/01/1988,2002.0,1170.0,2.0,4.0,3.0,7100 CLEARPOINT DR,75217.0,TX,DALLAS
931,14/06/2019,1702760.0,01/01/1988,2002.0,1658.0,2.0,5.0,5.0,4301 HYER ST,75205.0,TX,DALLAS
932,28/07/2019,550120.0,01/01/1987,2002.0,631.0,2.0,3.0,3.0,2626 REAGAN ST,75219.0,TX,DALLAS
933,26/06/2019,1066020.0,01/01/1987,2002.0,594.0,2.0,2.0,2.0,3221 ELIHU ST,75210.0,TX,DALLAS
934,25/07/2019,282430.0,01/01/1987,2002.0,466.0,1.0,3.0,2.0,10700 HERMOSA DR,75218.0,TX,DALLAS
935,17/07/2019,301920.0,01/01/1987,2002.0,619.0,2.0,3.0,3.0,10100 EKUKPE DR,75217.0,TX,DALLAS
936,14/06/2019,851700.0,01/01/1986,2002.0,1122.0,2.0,3.0,3.0,7300 UNINCHIT ST,75204.0,TX,DALLAS
937,27/06/2019,345480.0,01/01/1986,2002.0,652.0,2.0,4.0,3.0,2900 BAY OAKS DR,75229.0,TX,DALLAS
938,12/06/2019,228330.0,01/01/1986,2002.0,527.0,1.0,3.0,2.0,3100 NEWMAN AVE,75204.0,TX,DALLAS
939,12/08/2019,544820.0,01/01/1986,2002.0,698.0,2.0,3.0,3.0,10301 LAVANO LN,75228.0,TX,DALLAS
940,11/06/2019,765230.0,01/01/1986,2002.0,1234.0,2.0,4.0,3.0,1501 COMPTON ST,75203.0,TX,DALLAS
941,07/07/2019,678230.0,01/01/1986,2002.0,844.0,2.0,3.0,2.0,4500 SAINT LANDRY DR,75214.0,TX,DALLAS
942,07/07/2019,316740.0,01/01/1986,2002.0,686.0,1.0,3.0,2.0,6600 BLESSING CIR,75214.0,TX,DALLAS
943,2030-06-19 00:00:00,230620.0,01/01/1986,2002.0,628.0,2.0,3.0,3.0,1701 STELLA AVE,75203.0,TX,DALLAS
944,05/07/2019,539300.0,01/01/1986,2002.0,695.0,2.0,5.0,3.0,4527 CHAPEL HILL RD,75214.0,TX,DALLAS
945,19/06/2019,1121170.0,01/01/1986,2002.0,1390.0,2.0,4.0,2.0,701 SPORTS ST,75207.0,TX,DALLAS
946,13/08/2019,647760.0,01/01/1985,2002.0,927.0,2.0,4.0,3.0,2100 AUTUMN SAGE PL,75228.0,TX,DALLAS
947,04/07/2019,401330.0,01/01/1985,2002.0,421.0,1.0,4.0,3.0,2900 BEEVILLE ST,75212.0,TX,DALLAS
948,07/08/2019,412890.0,01/01/1981,2002.0,780.0,2.0,4.0,2.0,9801 JENNIE LEE LN,75227.0,TX,DALLAS
949,04/07/2019,266560.0,01/01/1981,2002.0,558.0,1.0,4.0,2.0,3300 CORONET BLVD,75212.0,TX,DALLAS
950,07/07/2019,320270.0,01/01/1981,2002.0,994.0,1.0,5.0,3.0,3801 BRANCHFIELD DR,75214.0,TX,DALLAS
951,18/07/2019,616970.0,01/01/1980,2002.0,792.0,1.0,3.0,2.0,9600 PARAMOUNT AVE,75217.0,TX,DALLAS
952,24/07/2019,386570.0,01/01/1980,2002.0,765.0,1.0,3.0,2.0,12101 SELF PLAZA DR,75218.0,TX,DALLAS
953,08/08/2019,1044500.0,01/01/1980,2002.0,1295.0,2.0,4.0,5.0,11501 LOCHLYNN CIR,75228.0,TX,DALLAS
954,14/06/2019,545740.0,01/01/1980,2002.0,780.0,2.0,4.0,3.0,3600 EDGAR PL,75204.0,TX,DALLAS
955,09/07/2019,340490.0,01/01/1980,2002.0,692.0,2.0,3.0,2.0,2528 MERLIN ST,75215.0,TX,DALLAS
956,14/08/2019,270510.0,01/01/1979,2002.0,582.0,1.0,4.0,3.0,7301 SWINFORD RD,75228.0,TX,DALLAS
957,18/06/2019,450290.0,01/01/1979,2002.0,796.0,1.0,3.0,2.0,5718 PENROSE AVE,75206.0,TX,DALLAS
958,18/07/2019,698600.0,01/01/1979,2002.0,1131.0,2.0,4.0,3.0,10200 ELAM RD,75217.0,TX,DALLAS
959,18/07/2019,210910.0,01/01/1978,2002.0,475.0,1.0,2.0,2.0,10800 LEOTA DR,75217.0,TX,DALLAS
960,09/07/2019,648920.0,01/01/1978,2002.0,835.0,1.0,4.0,2.0,3100 LATIMER ST,75215.0,TX,DALLAS
961,15/07/2019,353260.0,01/01/1978,2002.0,469.0,2.0,2.0,1.0,700 FIVE MILE PKWY,75216.0,TX,DALLAS
962,21/06/2019,307780.0,01/01/1977,2002.0,646.0,1.0,3.0,2.0,1800 STEVENS FOREST DR,75208.0,TX,DALLAS
963,15/07/2019,337700.0,01/01/1977,2002.0,789.0,1.0,3.0,2.0,400 CALYX CIR,75216.0,TX,DALLAS
964,29/07/2019,370540.0,01/01/1977,2002.0,524.0,1.0,3.0,1.0,9701 PORTER AVE,75220.0,TX,DALLAS
965,29/07/2019,764280.0,01/01/1977,2002.0,872.0,1.0,4.0,3.0,3434 NOGALES DR,75220.0,TX,DALLAS
966,30/07/2019,1700800.0,01/01/1977,2002.0,1801.0,2.0,5.0,4.0,1201 MCKENZIE ST,75223.0,TX,DALLAS
967,18/07/2019,206400.0,01/01/1977,2002.0,442.0,1.0,3.0,1.0,1100 RAIN FOREST CT,75217.0,TX,DALLAS
968,22/07/2019,272520.0,01/01/1976,2002.0,515.0,1.0,2.0,2.0,9500 RYLIE CREST DR,75217.0,TX,DALLAS
969,02/07/2019,416400.0,01/01/1967,2002.0,668.0,1.0,3.0,2.0,6000 PLATA WAY,75211.0,TX,DALLAS
970,06/08/2019,428380.0,01/01/1967,2002.0,442.0,1.0,3.0,2.0,3801 ENOLA GAY AVE,75227.0,TX,DALLAS
971,26/06/2019,669980.0,01/01/1966,2002.0,786.0,1.0,4.0,3.0,1043.5 JUSTIN AVE,75211.0,TX,DALLAS
972,31/07/2019,566180.0,01/01/1966,2002.0,698.0,1.0,4.0,2.0,101 PELMAN ST,75224.0,TX,DALLAS
973,22/07/2019,825950.0,01/01/1965,2002.0,1173.0,2.0,7.0,4.0,105 TREGO CT,75217.0,TX,DALLAS
974,24/06/2019,363110.0,01/01/1963,2002.0,448.0,1.0,3.0,1.0,8800 LAKEMONT DR,75209.0,TX,DALLAS
975,23/07/2019,311020.0,01/01/1963,2002.0,841.0,1.0,4.0,3.0,9700 WOODWAY DR,75217.0,TX,DALLAS
976,15/07/2019,682120.0,01/01/1963,2002.0,561.0,1.0,3.0,2.0,6800 HIGHSPIRE DR,75217.0,TX,DALLAS
977,24/07/2019,241710.0,01/01/1963,2002.0,597.0,1.0,4.0,2.0,11500 STRAND ST,75218.0,TX,DALLAS
978,18/06/2019,581620.0,01/01/1962,2002.0,744.0,1.0,5.0,2.0,5200 LONGVIEW ST,75206.0,TX,DALLAS
979,27/06/2019,912180.0,01/01/1962,2002.0,1094.0,2.0,4.0,3.0,3500 MOUNT ROYAL ST,75211.0,TX,DALLAS
980,17/06/2019,850750.0,01/01/1962,2002.0,735.0,1.0,4.0,2.0,4301 EDMONDSON AVE,75205.0,TX,DALLAS
981,14/08/2019,253270.0,01/01/1962,2002.0,354.0,1.0,3.0,1.0,2501 PINEBLUFF DR,75228.0,TX,DALLAS
982,31/07/2019,371680.0,01/01/1962,2002.0,777.0,1.0,3.0,2.0,1 ABBOTSFORD CT,75225.0,TX,DALLAS
983,10/07/2019,395460.0,01/01/1962,2002.0,497.0,1.0,3.0,2.0,4901 WANDA ST,75215.0,TX,DALLAS
984,21/07/2019,379370.0,01/01/1961,2002.0,917.0,1.0,5.0,3.0,429 FORSYTHE DR,75217.0,TX,DALLAS
985,23/07/2019,554610.0,01/01/1961,2002.0,600.0,1.0,5.0,2.0,927 LOCAL VISTA DR,75217.0,TX,DALLAS
986,10/06/2019,542830.0,01/01/1961,2002.0,893.0,1.0,5.0,3.0,1801 LAWS ST,75202.0,TX,DALLAS
987,10/06/2019,757310.0,01/01/1961,2002.0,668.0,1.0,4.0,3.0,2100 AYLESPORT DR,75201.0,TX,DALLAS
988,14/08/2019,397490.0,01/01/1960,2002.0,677.0,1.0,4.0,3.0,10911 DENNIS RD,75229.0,TX,DALLAS
989,10/07/2019,240940.0,01/01/1960,2002.0,369.0,1.0,3.0,1.0,2801 PEARY AVE,75215.0,TX,DALLAS
990,14/08/2019,286030.0,01/01/1960,2002.0,497.0,1.0,3.0,2.0,12600 LYNDON B JOHNSON FWY,75228.0,TX,DALLAS
991,04/07/2019,174420.0,01/01/1960,2002.0,466.0,2.0,4.0,1.0,10400 CRESTOVER DR,75229.0,TX,DALLAS
992,21/07/2019,184320.0,01/01/1960,2002.0,399.0,1.0,3.0,2.0,7200 HADLEY DR,75217.0,TX,DALLAS
993,26/06/2019,375260.0,01/01/1960,2002.0,634.0,1.0,3.0,2.0,3628 PINE ST,75210.0,TX,DALLAS
994,12/08/2019,375860.0,01/01/1960,2002.0,515.0,2.0,4.0,2.0,2101 WINTHROP DR,75228.0,TX,DALLAS
995,28/07/2019,715600.0,01/01/1960,2002.0,826.0,1.0,4.0,3.0,9700 AUDUBON PL,75220.0,TX,DALLAS
996,19/06/2019,562420.0,01/01/1959,2002.0,588.0,1.0,3.0,2.0,1501 DRAGON ST,75207.0,TX,DALLAS
997,08/08/2019,370230.0,01/01/1959,2002.0,332.0,1.0,2.0,1.0,11201 DUMBARTON DR,75228.0,TX,DALLAS
998,22/07/2019,313260.0,01/01/1959,2002.0,594.0,2.0,4.0,2.0,300 CAMPUS DR,75217.0,TX,DALLAS
999,12/06/2019,405690.0,01/01/1959,2002.0,567.0,1.0,3.0,2.0,3500 ARROWHEAD DR,75204.0,TX,DALLAS
1000,17/07/2019,672540.0,01/01/1959,2002.0,646.0,1.0,3.0,3.0,2000 LEROY RD,75217.0,TX,DALLAS
1001,12/06/2019,315080.0,01/01/1959,2002.0,631.0,1.0,3.0,2.0,3811 KIEST BLVD,75203.0,TX,DALLAS
1002,31/07/2019,462120.0,01/01/1959,2002.0,820.0,1.0,4.0,3.0,2801 EISENHOWER DR,75224.0,TX,DALLAS
1003,26/06/2019,271280.0,01/01/1958,2002.0,463.0,1.0,3.0,2.0,4901 WELLINGTON ST,75210.0,TX,DALLAS
1004,21/07/2019,336380.0,01/01/1958,2002.0,674.0,1.0,3.0,2.0,7400 RIDGEWICK DR,75217.0,TX,DALLAS
1005,09/07/2019,1027200.0,01/01/1958,2002.0,841.0,1.0,3.0,2.0,2426 MEYERS ST,75215.0,TX,DALLAS
1006,15/08/2019,659000.0,01/01/1958,2002.0,759.0,1.0,3.0,2.0,3800 GOODFELLOW DR,75229.0,TX,DALLAS
1007,13/06/2019,232170.0,01/01/1958,2002.0,485.0,1.0,3.0,1.0,4901 HORNSBY PL,75204.0,TX,DALLAS
1008,20/06/2019,353080.0,01/01/1958,2002.0,479.0,1.0,3.0,1.0,1901 KESSLER HEIGHTS LN,75208.0,TX,DALLAS
1009,21/07/2019,279800.0,01/01/1958,2002.0,357.0,1.0,3.0,1.0,500 ELWAYNE AVE,75217.0,TX,DALLAS
1010,20/07/2019,417820.0,01/01/1957,2002.0,415.0,1.0,3.0,1.0,7200 BARRETT DR,75217.0,TX,DALLAS
1011,21/06/2019,443060.0,01/01/1957,2002.0,701.0,1.0,3.0,2.0,11100 ABLES LN,75229.0,TX,DALLAS
1012,19/06/2019,364680.0,01/01/1957,2002.0,643.0,1.0,4.0,2.0,2500 MARKET CENTER BLVD,75207.0,TX,DALLAS
1013,31/07/2019,293240.0,01/01/1957,2002.0,500.0,1.0,3.0,2.0,12510 RENOIR LN,75230.0,TX,DALLAS
1014,01/08/2019,261690.0,01/01/1956,2002.0,579.0,1.0,3.0,2.0,7233 LANE PARK DR,75225.0,TX,DALLAS
1015,26/07/2019,420830.0,01/01/1956,2002.0,506.0,1.0,4.0,2.0,1200 WATERSIDE CIR,75218.0,TX,DALLAS
1016,05/08/2019,1310150.0,01/01/1956,2002.0,835.0,1.0,4.0,3.0,4900 HAZELHURST LN,75227.0,TX,DALLAS
1017,29/07/2019,443110.0,01/01/1956,2002.0,658.0,1.0,3.0,2.0,2801 NAGLE ST,75220.0,TX,DALLAS
1018,10/06/2019,212960.0,01/01/1955,2002.0,677.0,1.0,5.0,2.0,701 CLIFF ST,75203.0,TX,DALLAS
1019,29/07/2019,570.0,01/01/1955,2002.0,457.0,1.0,3.0,3.0,10000 SURREY OAKS DR,75229.0,TX,DALLAS
1020,20/06/2019,251280.0,01/01/1955,2002.0,436.0,1.0,3.0,1.0,1800 WOOD LEDGE PL,75208.0,TX,DALLAS
1021,10/07/2019,427580.0,01/01/1955,2002.0,762.0,2.0,4.0,3.0,4300 ELECTRA ST,75215.0,TX,DALLAS
1022,29/07/2019,212500.0,01/01/1955,2002.0,344.0,1.0,2.0,1.0,9401 LAKEFIELD BLVD,75220.0,TX,DALLAS
1023,13/08/2019,568300.0,01/01/1954,2002.0,887.0,1.0,4.0,2.0,1500 GAILBROOK LN,75228.0,TX,DALLAS
1024,12/06/2019,102600.0,01/01/1954,2002.0,329.0,1.0,2.0,1.0,2421 HUGO ST,75204.0,TX,DALLAS
1025,14/08/2019,395280.0,01/01/1943,2002.0,320.0,1.0,2.0,1.0,8001 EMERALD ROCK DR,75228.0,TX,DALLAS
1026,21/07/2019,221540.0,01/01/1943,2002.0,451.0,1.0,3.0,2.0,100 MURDEAUX LN,75217.0,TX,DALLAS
1027,28/07/2019,402760.0,01/01/1941,2002.0,539.0,1.0,3.0,2.0,3501 KALTERRA CT,75219.0,TX,DALLAS
1028,11/06/2019,316980.0,01/01/1940,2002.0,524.0,1.0,3.0,1.0,201 LANDIS ST,75203.0,TX,DALLAS
1029,02/07/2019,677180.0,01/01/1940,2002.0,826.0,2.0,3.0,3.0,4501 BRIARGLEN CIR,75211.0,TX,DALLAS
1030,07/07/2019,636500.0,01/01/1939,2002.0,625.0,1.0,3.0,3.0,6500 PRINCE ST,75214.0,TX,DALLAS
1031,08/07/2019,282520.0,01/01/1938,2002.0,475.0,1.0,2.0,2.0,6900 WILDGROVE AVE,75214.0,TX,DALLAS
1032,03/07/2019,700400.0,01/01/1928,2002.0,747.0,2.0,2.0,2.0,4000 FINIS LN,75212.0,TX,DALLAS
1033,05/08/2019,257210.0,01/01/1922,2002.0,424.0,1.0,2.0,1.0,7000 TURFWAY DR,75227.0,TX,DALLAS
1034,05/08/2019,441710.0,01/01/1921,2002.0,427.0,1.0,2.0,2.0,8311 EASTPOINT DR,75227.0,TX,DALLAS
1035,09/07/2019,176050.0,01/01/1921,2002.0,259.0,1.0,2.0,1.0,1800 MILLERS FERRY ROW,75215.0,TX,DALLAS
1036,25/06/2019,701400.0,01/01/1920,2002.0,533.0,2.0,4.0,1.0,5300 LAUREL BRANCH DR,75209.0,TX,DALLAS
1037,16/07/2019,527930.0,01/01/1920,2002.0,555.0,1.0,2.0,2.0,1300 TEMPLECLIFF DR,75217.0,TX,DALLAS
1038,04/07/2019,309470.0,01/01/1919,2002.0,308.0,1.0,2.0,1.0,10553 MARQUIS LN,75229.0,TX,DALLAS
1039,21/07/2019,828160.0,01/01/1919,2002.0,649.0,2.0,4.0,2.0,500 OLD SOUTH PKWY,75217.0,TX,DALLAS
1040,13/06/2019,933130.0,01/01/1914,2002.0,835.0,2.0,3.0,3.0,4900 KILROY DR,75204.0,TX,DALLAS
1041,22/07/2019,810820.0,01/01/1991,2001.0,844.0,2.0,3.0,3.0,9600 CUSHING DR,75217.0,TX,DALLAS
1042,02/07/2019,501550.0,01/01/1991,2001.0,576.0,2.0,3.0,2.0,4500 WESTERN OAKS DR,75211.0,TX,DALLAS
1043,08/07/2019,435120.0,01/01/1991,2001.0,719.0,1.0,3.0,2.0,6400 GLENROSE CT,75214.0,TX,DALLAS
1044,10/06/2019,562040.0,01/01/1990,2001.0,616.0,2.0,3.0,3.0,2203 COUNTRY MARKET LN,75201.0,TX,DALLAS
1045,07/07/2019,307770.0,01/01/1990,2001.0,411.0,2.0,2.0,2.0,6400 PATRICK DR,75214.0,TX,DALLAS
1046,14/07/2019,386200.0,01/01/1990,2001.0,427.0,1.0,3.0,2.0,2801 FRIO DR,75216.0,TX,DALLAS
1047,24/06/2019,812400.0,01/01/1990,2001.0,1109.0,2.0,4.0,3.0,8400 CATAWBA RD,75209.0,TX,DALLAS
1048,08/07/2019,656670.0,01/01/1990,2001.0,905.0,2.0,4.0,3.0,2000 MODERN PL,75214.0,TX,DALLAS
1049,17/06/2019,413480.0,01/01/1990,2001.0,744.0,2.0,3.0,2.0,2801 DYER ST,75205.0,TX,DALLAS
1050,02/07/2019,276380.0,01/01/1990,2001.0,558.0,1.0,3.0,2.0,2500 WOOD VALLEY DR,75211.0,TX,DALLAS
1051,29/07/2019,291760.0,01/01/1989,2001.0,625.0,2.0,3.0,3.0,4016 WELLINGSHIRE LN,75220.0,TX,DALLAS
1052,04/07/2019,531770.0,01/01/1989,2001.0,622.0,2.0,3.0,3.0,6400 FISHER RD,75214.0,TX,DALLAS
1053,14/07/2019,287400.0,01/01/1989,2001.0,549.0,2.0,3.0,2.0,2901 BARDWELL AVE,75216.0,TX,DALLAS
1054,17/07/2019,531860.0,01/01/1989,2001.0,668.0,2.0,3.0,3.0,10800 EASTHAM DR,75217.0,TX,DALLAS
1055,26/06/2019,369620.0,01/01/1989,2001.0,719.0,2.0,3.0,3.0,3910 POLLY ST,75210.0,TX,DALLAS
1056,13/06/2019,277250.0,01/01/1989,2001.0,616.0,2.0,3.0,2.0,3800 VALLEY LAWN PL,75229.0,TX,DALLAS
1057,15/07/2019,814390.0,01/01/1989,2001.0,1195.0,1.0,4.0,3.0,3100 CHAPEL DOWNS DR,75229.0,TX,DALLAS
1058,11/06/2019,606680.0,01/01/1989,2001.0,671.0,2.0,4.0,3.0,2301 11TH ST,75203.0,TX,DALLAS
1059,31/07/2019,911860.0,01/01/1989,2001.0,1274.0,2.0,4.0,4.0,2601 GARAPAN DR,75224.0,TX,DALLAS
1060,16/07/2019,573710.0,01/01/1989,2001.0,811.0,2.0,3.0,3.0,7300 BURNET CT,75217.0,TX,DALLAS
1061,31/07/2019,531590.0,01/01/1988,2001.0,777.0,3.0,3.0,2.0,301 NIMITZ DR,75224.0,TX,DALLAS
1062,13/08/2019,580970.0,01/01/1988,2001.0,631.0,1.0,3.0,2.0,2701 TODVILLE PL,75228.0,TX,DALLAS
1063,21/07/2019,353930.0,01/01/1988,2001.0,607.0,2.0,4.0,2.0,7500 HAZEL RD,75217.0,TX,DALLAS
1064,21/07/2019,531910.0,01/01/1988,2001.0,671.0,2.0,4.0,3.0,6801 HODDE ST,75217.0,TX,DALLAS
1065,13/06/2019,350700.0,01/01/1988,2001.0,506.0,1.0,3.0,2.0,4800 CHAMBERS ST,75204.0,TX,DALLAS
1066,27/07/2019,877500.0,01/01/1988,2001.0,1152.0,2.0,4.0,4.0,7900 GLADE CREEK CT,75218.0,TX,DALLAS
1067,08/07/2019,601960.0,01/01/1988,2001.0,872.0,2.0,4.0,3.0,1901 LA CROIX PL,75214.0,TX,DALLAS
1068,21/07/2019,567000.0,01/01/1987,2001.0,695.0,2.0,4.0,2.0,900 PINDAR AVE,75217.0,TX,DALLAS
1069,14/06/2019,403990.0,01/01/1987,2001.0,835.0,2.0,4.0,3.0,1600 JENSEN CT,75204.0,TX,DALLAS
1070,23/06/2019,353580.0,01/01/1987,2001.0,503.0,1.0,3.0,2.0,2300 WADDY AVE,75208.0,TX,DALLAS
1071,06/08/2019,300870.0,01/01/1987,2001.0,655.0,1.0,3.0,3.0,3000 ETTA DR,75227.0,TX,DALLAS
1072,12/06/2019,535190.0,01/01/1987,2001.0,890.0,2.0,3.0,2.0,2801 MCGOWAN ST,75203.0,TX,DALLAS
1073,28/06/2019,258600.0,01/01/1987,2001.0,536.0,1.0,3.0,2.0,3757 FALLS BLUFF DR,75211.0,TX,DALLAS
1074,04/07/2019,408360.0,01/01/1987,2001.0,415.0,1.0,3.0,2.0,3000 CONKLIN ST,75212.0,TX,DALLAS
1075,07/06/2019,238030.0,01/01/1987,2001.0,741.0,2.0,4.0,3.0,2900 LATHAM DR,75229.0,TX,DALLAS
1076,07/06/2019,261370.0,01/01/1987,2001.0,472.0,1.0,3.0,2.0,2100 MCKINNEY AVE,75201.0,TX,DALLAS
1077,06/08/2019,674590.0,01/01/1986,2001.0,625.0,2.0,4.0,3.0,1 COVENTRY CT,75230.0,TX,DALLAS
1078,28/07/2019,727350.0,01/01/1986,2001.0,1064.0,2.0,4.0,3.0,10701 COMPOSITE DR,75220.0,TX,DALLAS
1079,01/08/2019,678570.0,01/01/1986,2001.0,817.0,2.0,4.0,3.0,12501 MATISSE LN,75230.0,TX,DALLAS
1080,10/07/2019,750850.0,01/01/1986,2001.0,853.0,2.0,3.0,3.0,5401 HODGE ST,75215.0,TX,DALLAS
1081,22/07/2019,258220.0,01/01/1986,2001.0,552.0,1.0,3.0,2.0,329 OLD MILL LN,75217.0,TX,DALLAS
